"post_title","ID","post_content","post_excerpt","post_date","post_name","post_author","post_status","featured_image","wp_page_template","post_format","comment_status","ping_status","pinged","post_parent","menu_order","era_species_ecoregion_new","era_species_common_name","era_species_img_credit","era_species_related_projects","pods_caption","pods_alt_text","pods_description","pods_file_name","pods_title","title","meta_desc","meta-robots-noindex","meta-robots-nofollow","meta-robots-adv","bctitle","canonical","redirect","opengraph-title","opengraph-description","opengraph-image","twitter-title","twitter-description","twitter-image","google-plus-title","google-plus-description","google-plus-image","focus_keyword","schema_page_type","schema_article_type","cornerstone-content","focuskeywords","keywordsynonyms"
"Polygala japonica","4346",,,"2022-06-15 13:07:05","polygala-japonica","era_ad","publish","https://era-india.org/wp-content/uploads/2022/06/Drosera_peltata_plant2_15406307542.jpg",,"standard","closed","closed",,"0","0","South Western Ghats montane rainforests","Polygala japonica",,,,,,,,"Polygala japonica",,,,,,,,,,,,,,,,,,,,,,
"Premna tomentosa","4347",,,"2022-06-15 13:07:08","premna-tomentosa","era_ad","publish","https://era-india.org/wp-content/uploads/2022/06/Premna_tomentosa.jpg",,"standard","closed","closed",,"0","0","Deccan Thorn Scrub forests","Premna tomentosa",,,,,,,,"Premna tomentosa",,,,,,,,,,,,,,,,,,,,,,
"Prunus ceylanica","4348",,,"2022-06-15 13:07:10","prunus-ceylanica","era_ad","publish","https://era-india.org/wp-content/uploads/2022/06/8-Prunusceylanica-NoopurBorawake.jpg",,"standard","closed","closed",,"0","0","Eastern Himalayan broadleaf forests","Prunus ceylanica",,"Tropical forest restoration in the Eastern Himalaya",,,,,,"Prunus ceylanica",,,,,,,,,,,,,,,,,,,,,,
"Pterocarpus marsupium","4349",,,"2022-06-15 13:07:10","pterocarpus-marsupium","era_ad","publish","https://era-india.org/wp-content/uploads/2022/06/Bija_2139120746.jpg",,"standard","closed","closed",,"0","0","South Deccan Plateau Dry Deciduous forests","Pterocarpus marsupium",,,,,,,,"Pterocarpus marsupium",,,,,,,,,,,,,,,,,,,,,,
"Pterolobium hexapetalum","4350",,,"2022-06-15 13:07:11","pterolobium-hexapetalum","era_ad","publish","https://era-india.org/wp-content/uploads/2022/06/Pterolobium_hexapetalum_Camp_Siege_in_Talakona_forest_AP_W_IMG_8365.jpg",,"standard","closed","closed",,"0","0","South Deccan Plateau Dry Deciduous forests","Pterolobium hexapetalum",,,,,,,,"Pterolobium hexapetalum",,,,,,,,,,,,,,,,,,,,,,
"Pterospermum suberifolium","4351",,,"2022-06-15 13:07:13","pterospermum-suberifolium","era_ad","publish","https://era-india.org/wp-content/uploads/2022/06/Pterospermum_suberifolium_L._Willd._48926862608.jpg",,"standard","closed","closed",,"0","0","East Deccan dry-evergreen forests","Pterospermum suberifolium",,,,,,,,"Pterospermum suberifolium",,,,,,,,,,,,,,,,,,,,,,
"Reissantia indica","4352",,,"2022-06-15 13:07:16","reissantia-indica","era_ad","publish","https://era-india.org/wp-content/uploads/2022/06/Reissantia_indica_10.jpg",,"standard","closed","closed",,"0","0","East Deccan dry-evergreen forests","Reissantia indica",,,,,,,,"Reissantia indica",,,,,,,,,,,,,,,,,,,,,,
"Rhododendron arboreum","4353",,,"2022-06-15 13:07:18","rhododendron-arboreum","era_ad","publish","https://era-india.org/wp-content/uploads/2022/06/Rhododendron_arboreum_leaves_close_up.jpg",,"standard","closed","closed",,"0","0","South Western Ghats montane rainforests","Rhododendron arboreum",,,,,,,,"Rhododendron arboreum",,,,,,,,,,,,,,,,,,,,,,
"Saccharum benghalense","4354",,,"2022-06-15 13:07:19","saccharum-benghalense","era_ad","publish","https://era-india.org/wp-content/uploads/2022/06/1.Saccharumbenghalense-PradipKrishen.jpg",,"standard","closed","closed",,"0","0","Aravalli west thorn scrub forests","Saccharum benghalense",,"Kishan Bagh",,,,,,"Saccharum benghalense",,,,,,,,,,,,,,,,,,,,,,
"Salvadora persica","4355",,,"2022-06-15 13:07:20","salvadora-persica","era_ad","publish","https://era-india.org/wp-content/uploads/2022/06/2.Salvadorapersica-ArjunSingh.jpg",,"standard","closed","closed",,"0","0","Deccan thorn scrub forests","Salvadora persica",,"Mine restoration in Pandalgudi",,,,,,"Salvadora persica",,,,,,,,,,,,,,,,,,,,,,
"Sarcostemma acidum","4356",,,"2022-06-15 13:07:21","sarcostemma-acidum","era_ad","publish","https://era-india.org/wp-content/uploads/2022/06/Sarcostemmaacidum-PradipKrishen.jpg",,"standard","closed","closed",,"0","0","Thar Desert","Sarcostemma acidum",,"Rao Jodha Desert Rock Park",,,,,,"Sarcostemma acidum",,,,,,,,,,,,,,,,,,,,,,
"Schefflera venulosa","4357",,,"2022-06-15 13:07:23","schefflera-venulosa","era_ad","publish","https://era-india.org/wp-content/uploads/2022/06/Schefflera_venulosa_03a.jpg",,"standard","closed","closed",,"0","0","North Western Ghats montane rainforests","Schefflera venulosa",,,,,,,,"Schefflera venulosa",,,,,,,,,,,,,,,,,,,,,,
"Schleichera oleosa","4358",,,"2022-06-15 13:07:24","schleichera-oleosa","era_ad","publish","https://era-india.org/wp-content/uploads/2022/06/madhavanSouthWesternGhatsMoistDeciduousForests.jpg",,"standard","closed","closed",,"0","0","South Western Ghats Moist Deciduous forests","Schleichera oleosa",,,,,,,,"Schleichera oleosa",,,,,,,,,,,,,,,,,,,,,,
"Sericostoma pauciflorum","4359",,,"2022-06-15 13:07:25","sericostoma-pauciflorum","era_ad","publish","https://era-india.org/wp-content/uploads/2022/06/7.sericostoma-PradipKrishen.jpg",,"standard","closed","closed",,"0","0","Aravalli west thorn scrub forests","Sericostoma pauciflorum",,"Kishan Bagh",,,,,,"Sericostoma pauciflorum",,,,,,,,,,,,,,,,,,,,,,
"Smilax zeylanica","4360",,,"2022-06-15 13:07:26","smilax-zeylanica","era_ad","publish","https://era-india.org/wp-content/uploads/2022/06/Smilax_zeylanica_fruits.jpg",,"standard","closed","closed",,"0","0","South Western Ghats Moist Deciduous forests","Smilax zeylanica",,,,,,,,"Smilax zeylanica",,,,,,,,,,,,,,,,,,,,,,
"Solanum verbascifolium","4361",,,"2022-06-15 13:07:27","solanum-verbascifolium","era_ad","publish","https://era-india.org/wp-content/uploads/2022/06/Solanum_mauritianum_49090743062.jpg",,"standard","closed","closed",,"0","0","South Western Ghats Moist Deciduous forests","Solanum verbascifolium",,,,,,,,"Solanum verbascifolium",,,,,,,,,,,,,,,,,,,,,,
"Sophora Galuca","4362",,,"2022-06-15 13:07:29","sophora-galuca","era_ad","publish","https://era-india.org/wp-content/uploads/2022/06/08-Sophoragaluca-ArjunSingh.jpg",,"standard","closed","closed",,"0","0","South Western Ghats montane rainforests","Sophora Galuca",,"Restoring hill wetlands of the Nilgiri Biosphere Reserve",,,,,,"Sophora Galuca",,,,,,,,,,,,,,,,,,,,,,
"Sterculia urens","4363",,,"2022-06-15 13:07:30","sterculia-urens","era_ad","publish","https://era-india.org/wp-content/uploads/2022/06/ERN_Kullu_vijaydhasmana-VijayDhasmana.jpg",,"standard","closed","closed",,"0","0","Aravalli west thorn scrub forests","Sterculia urens",,,,,,,,"Sterculia urens",,,,,,,,,,,,,,,,,,,,,,
"Stereospermum colais","4364",,,"2022-06-15 13:07:31","stereospermum-colais","era_ad","publish","https://era-india.org/wp-content/uploads/2022/06/Zinghal_in_Mizo_5663795408.jpg",,"standard","closed","closed",,"0","0","North Western Ghats Moist Deciduous forests","Stereospermum colais",,,,,,,,"Stereospermum colais",,,,,,,,,,,,,,,,,,,,,,
"Stereospermum personatum","4365",,,"2022-06-15 13:07:32","stereospermum-personatum","era_ad","publish","https://era-india.org/wp-content/uploads/2022/06/Stereospermumpersonatum-min-VArun.jpg",,"standard","closed","closed",,"0","0","South Deccan Plateau dry deciduous forests","Stereospermum personatum",,,,,,,,"Stereospermum personatum",,,,,,,,,,,,,,,,,,,,,,
"Stobilanthes sp.","4366",,,"2022-06-15 13:07:32","stobilanthes-sp","era_ad","publish","https://era-india.org/wp-content/uploads/2022/06/09-Stobilanthessp-ArjunSingh.jpg",,"standard","closed","closed",,"0","0","South Western Ghats montane rainforests","Stobilanthes sp.",,"Restoring hill wetlands of the Nilgiri Biosphere Reserve",,,,,,"Stobilanthes sp.",,,,,,,,,,,,,,,,,,,,,,
"Streblus asper","4367",,,"2022-06-15 13:07:34","streblus-asper","era_ad","publish","https://era-india.org/wp-content/uploads/2022/06/Streblus_asper_Jaldapara_WLS_AJT_Johnsingh.jpg",,"standard","closed","closed",,"0","0","East Deccan dry-evergreen forests","Streblus asper",,,,,,,,"Streblus asper",,,,,,,,,,,,,,,,,,,,,,
"Strychnos minor","4368",,,"2022-06-15 13:07:35","strychnos-minor","era_ad","publish","https://era-india.org/wp-content/uploads/2022/06/climbers.jpg",,"standard","closed","closed",,"0","0","East Deccan dry-evergreen forests","Strychnos minor",,,,,,,,"Strychnos minor",,,,,,,,,,,,,,,,,,,,,,
"Syzygium Cumini","4369",,,"2022-06-15 13:07:36","syzygium-cumini","era_ad","publish","https://era-india.org/wp-content/uploads/2022/06/10-Syzygiumcumini-ArjunSingh.jpg",,"standard","closed","closed",,"0","0","South Western Ghats montane rainforests","Syzygium Cumini",,"Restoring hill wetlands of the Nilgiri Biosphere Reserve,D'ering-Dibru Saikhowa Elephant Corridor Project",,,,,,"Syzygium Cumini",,,,,,,,,,,,,,,,,,,,,,
"Syzygium densiflorum","4370",,,"2022-06-15 13:07:37","syzygium-densiflorum","era_ad","publish","https://era-india.org/wp-content/uploads/2022/06/Syzygium-densiflorum.jpg",,"standard","closed","closed",,"0","0","South Western Ghats montane rainforests","Syzygium densiflorum",,,,,,,,"Syzygium densiflorum",,,,,,,,,,,,,,,,,,,,,,
"Terminalia bellirica","4371",,,"2022-06-15 13:07:38","terminalia-bellirica","era_ad","publish","https://era-india.org/wp-content/uploads/2022/06/Terminalia_bellerica_AJT_Johnsingh.jpg",,"standard","closed","closed",,"0","0","South Western Ghats Moist Deciduous forests","Terminalia bellirica",,,,,,,,"Terminalia bellirica",,,,,,,,,,,,,,,,,,,,,,
"Tetrameles nudiflora","4372",,,"2022-06-15 13:07:41","tetrameles-nudiflora","era_ad","publish","https://era-india.org/wp-content/uploads/2022/06/9-TetramelesnudifloraBhelu-NoopurBorawake.jpg",,"standard","closed","closed",,"0","0","Eastern Himalayan broadleaf forests","Tetrameles nudiflora",,"Tropical forest restoration in the Eastern Himalaya,Changlangshu Community Project,East Karbi Anglong Community Project",,,,,,"Tetrameles nudiflora",,,,,,,,,,,,,,,,,,,,,,
"Utricularia arcuata","4373",,,"2022-06-15 13:07:41","utricularia-arcuata","era_ad","publish","https://era-india.org/wp-content/uploads/2022/06/Utricularia-AparnaWatve.jpg",,"standard","closed","closed",,"0","0","North Western Ghats Moist Deciduous forests,North Western Ghats montane rainforests","Utricularia arcuata",,"Ecological Restoration of Panchgani tableland",,,,,,"Utricularia arcuata",,,,,,,,,,,,,,,,,,,,,,
"Vatica lanceifolia","4374",,,"2022-06-15 13:07:42","vatica-lanceifolia","era_ad","publish","https://era-india.org/wp-content/uploads/2022/06/10-VaticalanceifoliaMorhal-NoopurBorawake.jpg",,"standard","closed","closed",,"0","0","Eastern Himalayan broadleaf forests","Vatica lanceifolia",,"Tropical forest restoration in the Eastern Himalaya",,,,,,"Vatica lanceifolia",,,,,,,,,,,,,,,,,,,,,,
"Ventilago maderaspatana","4375",,,"2022-06-15 13:07:42","ventilago-maderaspatana","era_ad","publish","https://era-india.org/wp-content/uploads/2022/06/Ventilago_maderaspatana_01.jpg",,"standard","closed","closed",,"0","0","South Deccan Plateau Dry Deciduous forests","Ventilago maderaspatana",,,,,,,,"Ventilago maderaspatana",,,,,,,,,,,,,,,,,,,,,,
"Viburnum cylindricum","4376",,,"2022-06-15 13:07:43","viburnum-cylindricum","era_ad","publish","https://era-india.org/wp-content/uploads/2022/06/Viburnum_cylindricum_-_Flickr_-_peganum_1.jpg",,"standard","closed","closed",,"0","0","South Western Ghats montane rainforests","Viburnum cylindricum",,,,,,,,"Viburnum cylindricum",,,,,,,,,,,,,,,,,,,,,,
"Villebrunea  integrifolia","4377",,,"2022-06-15 13:07:46","villebrunea-integrifolia","era_ad","publish","https://era-india.org/wp-content/uploads/2022/06/Villebrunea_integrifolia_DSCN8618.jpg",,"standard","closed","closed",,"0","0","South Western Ghats montane rainforests","Villebrunea  integrifolia",,,,,,,,"Villebrunea integrifolia",,,,,,,,,,,,,,,,,,,,,,
"Walsura trifoliata","4378",,,"2022-06-15 13:07:47","walsura-trifoliata","era_ad","publish","https://era-india.org/wp-content/uploads/2022/06/walsura.jpg",,"standard","closed","closed",,"0","0","Deccan Thorn Scrub forests","Walsura trifoliata",,,,,,,,"Walsura trifoliata",,,,,,,,,,,,,,,,,,,,,,
"Wendlandia thyrsoidea","4379",,,"2022-06-15 13:07:48","wendlandia-thyrsoidea","era_ad","publish","https://era-india.org/wp-content/uploads/2022/06/Flower_of_a_tree_seen_on_the_hill_top_of_Ranipuram.jpg",,"standard","closed","closed",,"0","0","North Western Ghats montane rainforests","Wendlandia thyrsoidea",,,,,,,,"Wendlandia thyrsoidea",,,,,,,,,,,,,,,,,,,,,,
"Wrightia arborea","4380",,,"2022-06-15 13:07:49","wrightia-arborea","era_ad","publish","https://era-india.org/wp-content/uploads/2022/06/ERN_Wrigthiaarborea-VijayDhasmana.jpg",,"standard","closed","closed",,"0","0","Aravalli west thorn scrub forests","Wrightia arborea",,,,,,,,"Wrightia arborea",,,,,,,,,,,,,,,,,,,,,,
"Xanthophyllum flavescens","4381",,,"2022-06-15 13:07:49","xanthophyllum-flavescens","era_ad","publish","https://era-india.org/wp-content/uploads/2022/06/Xanthophyllum_arnottianum_Wight_49104606513.jpg",,"standard","closed","closed",,"0","0","South Western Ghats montane rainforests","Xanthophyllum flavescens",,,,,,,,"Xanthophyllum flavescens",,,,,,,,,,,,,,,,,,,,,,
"Xantolis tomentosa","4382",,,"2022-06-15 13:07:51","xantolis-tomentosa","era_ad","publish","https://era-india.org/wp-content/uploads/2022/06/Kantabohul_in_Hindi_5460395995.jpg",,"standard","closed","closed",,"0","0","North Western Ghats montane rainforests","Xantolis tomentosa",,,,,,,,"Xantolis tomentosa",,,,,,,,,,,,,,,,,,,,,,
"Xylia xylocarpa","4383",,,"2022-06-15 13:07:53","xylia-xylocarpa","era_ad","publish","https://era-india.org/wp-content/uploads/2022/06/Xylia_xylocarpa_4227254727.jpg",,"standard","closed","closed",,"0","0","North Western Ghats Moist Deciduous forests","Xylia xylocarpa",,,,,,,,"Xylia xylocarpa",,,,,,,,,,,,,,,,,,,,,,
"Ziziphus oenoplia","4384",,,"2022-06-15 13:07:54","ziziphus-oenoplia","era_ad","publish","https://era-india.org/wp-content/uploads/2022/06/Ziziphus_oenoplia-Fruits.jpg",,"standard","closed","closed",,"0","0","South Deccan Plateau Dry Deciduous forests","Ziziphus oenoplia",,,,,,,,"Ziziphus oenoplia",,,,,,,,,,,,,,,,,,,,,,
"Ziziphus xylopyrus","4385",,,"2022-06-15 13:07:55","ziziphus-xylopyrus","era_ad","publish","https://era-india.org/wp-content/uploads/2022/06/Ziziphus_xylopyrus_AJTJ_DSCN0180.jpg",,"standard","closed","closed",,"0","0","Deccan Thorn Scrub forests","Ziziphus xylopyrus",,,,,,,,"Ziziphus xylopyrus",,,,,,,,,,,,,,,,,,,,,,
"Dichanthium annulatum","4914",,,"2022-06-23 12:21:47","dichanthium-annulatum","arjun@ncf-india.org","publish","https://era-india.org/wp-content/uploads/2022/06/1-Dichanthium-annulatum_AN-Ankila-Hiremath.jpg",,"standard","closed","closed",,"0","0","Aravalli west thorn scrub forests,Rann of Kutch seasonal salt marsh",,,"Experiments in restoring Prosopis-invaded grasslands",,,,,,"Dichanthium annulatum",,,,,,,,,,,,,,,,,,,,,,
"Desmostachya bipinnata","4917",,,"2022-06-23 12:26:47","desmostachya-bipinnata","arjun@ncf-india.org","publish","https://era-india.org/wp-content/uploads/2022/06/2-Desmostachya-bipinnata_AN-Ankila-Hiremath.jpg",,"standard","closed","closed",,"0","0","Aravalli west thorn scrub forests,Rann of Kutch seasonal salt marsh",,,"Experiments in restoring Prosopis-invaded grasslands",,,,,,"Desmostachya bipinnata",,,,,,,,,,,,,,,,,,,,,,
"Sporobolus coromandelinius","4919",,,"2022-06-23 12:28:37","sporobolus-coromandelinius","arjun@ncf-india.org","publish","https://era-india.org/wp-content/uploads/2022/06/3-Sporobolus-coromandelinius_AN-Ankila-Hiremath.jpg",,"standard","closed","closed",,"0","0","Aravalli west thorn scrub forests,Rann of Kutch seasonal salt marsh",,,"Experiments in restoring Prosopis-invaded grasslands",,,,,,"Sporobolus coromandelinius",,,,,,,,,,,,,,,,,,,,,,
"Eragrostis ciliaris","4921",,,"2022-06-23 12:30:02","eragrostis-ciliaris","arjun@ncf-india.org","publish","https://era-india.org/wp-content/uploads/2022/06/4-Eragrostis-ciliaris_AN-Ankila-Hiremath.jpg",,"standard","closed","closed",,"0","0","Aravalli west thorn scrub forests,Rann of Kutch seasonal salt marsh",,,"Experiments in restoring Prosopis-invaded grasslands",,,,,,"Eragrostis ciliaris",,,,,,,,,,,,,,,,,,,,,,
"Dactyloctenium aegypticum","4923",,,"2022-06-23 12:31:21","dactyloctenium-aegypticum","arjun@ncf-india.org","publish","https://era-india.org/wp-content/uploads/2022/06/5-Dactyloctenium-aegypticum_AN-Ankila-Hiremath.jpg",,"standard","closed","closed",,"0","0","Aravalli west thorn scrub forests,Rann of Kutch seasonal salt marsh",,,"Experiments in restoring Prosopis-invaded grasslands",,,,,,"Dactyloctenium aegypticum",,,,,,,,,,,,,,,,,,,,,,
"Ischaemum travancorense","4925",,,"2022-06-23 12:33:04","ischaemum-travancorense","arjun@ncf-india.org","publish","https://era-india.org/wp-content/uploads/2022/06/6-Ischaemum-travancorense_AN-Ankila-Hiremath.jpg",,"standard","closed","closed",,"0","0","Aravalli west thorn scrub forests,Rann of Kutch seasonal salt marsh",,,"Experiments in restoring Prosopis-invaded grasslands",,,,,,"Ischaemum travancorense",,,,,,,,,,,,,,,,,,,,,,
"Urochondra setulosa","4927",,,"2022-06-23 12:34:28","urochondra-setulosa","arjun@ncf-india.org","publish","https://era-india.org/wp-content/uploads/2022/06/7-Urochondra-setulosa-_AN-Ankila-Hiremath.jpg",,"standard","closed","closed",,"0","0","Aravalli west thorn scrub forests,Rann of Kutch seasonal salt marsh",,,"Experiments in restoring Prosopis-invaded grasslands",,,,,,"Urochondra setulosa",,,,,,,,,,,,,,,,,,,,,,
"Punyak","4961",,,"2022-06-23 15:39:16","punyak","arjun@ncf-india.org","publish","https://era-india.org/wp-content/uploads/2022/06/1.Punyak-rita-banerji1.jpg",,"standard","closed","closed",,"0","0",,"Punyak",,"Changlangshu Community Project,East Karbi Anglong Community Project",,,,,,"Punyak",,,,,,,,,,,,,,,,,,,,,,
"Choerospondias axillaris (Heemuk)","4963",,,"2022-06-23 15:42:08","choerospondias-axillaris","arjun@ncf-india.org","publish","https://era-india.org/wp-content/uploads/2022/06/2.Choerospondias-axillaris_Heemuk-rita-banerji.jpg",,"standard","closed","closed",,"0","0",,"Heemuk",,"Changlangshu Community Project,East Karbi Anglong Community Project",,,,,,"Choerospondias axillaris (Heemuk)",,,,,,,,,,,,,,,,,,,,,,
"Cotton Tree (Jaohpo)","4966",,,"2022-06-23 15:45:05","cotton-tree-jaohpo","arjun@ncf-india.org","publish","https://era-india.org/wp-content/uploads/2022/06/3.Cotton-Tree_Jaohpo-rita-banerji.jpg",,"standard","closed","closed",,"0","0",,"Cotton Tree (Jaohpo)",,"Changlangshu Community Project,East Karbi Anglong Community Project",,,,,,"Cotton Tree (Jaohpo)",,,,,,,,,,,,,,,,,,,,,,
"Borpat","4972",,,"2022-06-23 15:55:47","borpat","arjun@ncf-india.org","publish","https://era-india.org/wp-content/uploads/2022/06/5.Borpat-Tree-rita-banerji-1.jpg",,"standard","closed","closed",,"0","0",,"Borpat",,"Changlangshu Community Project,East Karbi Anglong Community Project",,,,,,"Borpat",,,,,,,,,,,,,,,,,,,,,,
"Dhuna Tree","4976",,,"2022-06-23 15:58:38","dhuna-tree","arjun@ncf-india.org","publish","https://era-india.org/wp-content/uploads/2022/06/6.Dhuna-Tree-rita-banerji-1.jpg",,"standard","closed","closed",,"0","0",,"Dhuna Tree",,"Changlangshu Community Project,East Karbi Anglong Community Project",,,,,,"Dhuna Tree",,,,,,,,,,,,,,,,,,,,,,
"Teeta Chap","4980",,,"2022-06-23 17:04:20","teeta-chap","arjun@ncf-india.org","publish","https://era-india.org/wp-content/uploads/2022/06/7.Teeta-Chap-rita-banerji.jpg",,"standard","closed","closed",,"0","0",,"Teeta Chap",,"Changlangshu Community Project,East Karbi Anglong Community Project",,,,,,"Teeta Chap",,,,,,,,,,,,,,,,,,,,,,
"Elephant Apple Tree","4982",,,"2022-06-23 17:07:12","elephant-apple-tree","arjun@ncf-india.org","publish","https://era-india.org/wp-content/uploads/2022/06/8.Elephant-Apple-Tree-rita-banerji.jpg",,"standard","closed","closed",,"0","0",,"Elephant Apple Tree",,"Changlangshu Community Project,East Karbi Anglong Community Project",,,,,,"Elephant Apple Tree",,,,,,,,,,,,,,,,,,,,,,
"Kari Badam","4984",,,"2022-06-23 17:08:44","kari-badam","arjun@ncf-india.org","publish","https://era-india.org/wp-content/uploads/2022/06/9.-Kari-Badam-rita-banerji.jpg",,"standard","closed","closed",,"0","0",,"Kari Badam",,"Changlangshu Community Project,East Karbi Anglong Community Project",,,,,,"Kari Badam",,,,,,,,,,,,,,,,,,,,,,
"Rudraksha","4986",,,"2022-06-23 17:11:00","rudraksha","arjun@ncf-india.org","publish","https://era-india.org/wp-content/uploads/2022/06/10.Rudraksha-Tree-rita-banerji.jpg",,"standard","closed","closed",,"0","0",,"Rudraksha",,"Changlangshu Community Project,East Karbi Anglong Community Project",,,,,,"Rudraksha",,,,,,,,,,,,,,,,,,,,,,
"Eriochrysis Rangacharii (Endemic to Nilgiris)","5222",,,"2022-06-28 12:13:39","eriochrysis-rangacharii-endemic-to-nilgiris","arjun@ncf-india.org","publish","https://era-india.org/wp-content/uploads/2022/06/eriochrysis-grasses-001-Godwin-Vasanth-Bosco.jpg",,"standard","closed","closed",,"0","0",,,,"Shola-Grassland Restoration in the Nilgiri Plateau",,,,,,"Eriochrysis Rangacharii (Endemic to Nilgiris)",,,,,,,,,,,,,,,,,,,,,,
"Glochidion neilgherrense","5224",,,"2022-06-28 12:15:16","glochidion-neilgherrense","arjun@ncf-india.org","publish","https://era-india.org/wp-content/uploads/2022/06/glochidion-regrowing-001-Godwin-Vasanth-Bosco.jpg",,"standard","closed","closed",,"0","0","South Western Ghats montane rainforests",,,"Shola-Grassland Restoration in the Nilgiri Plateau",,,,,,"Glochidion neilgherrense",,,,,,,,,,,,,,,,,,,,,,
"Clerodendrum phlomidis","5227",,,"2022-06-28 12:22:00","clerodendrum-phlomidis-2","arjun@ncf-india.org","publish","https://era-india.org/wp-content/uploads/2022/06/Clerodendrum-phlomidis-Fazal-Rashid.jpg",,"standard","closed","closed",,"0","0","Aravalli west thorn scrub forests",,,"Native Plant Garden at Dhodhakari",,,,,,"Clerodendrum phlomidis",,,,,,,,,,,,,,,,,,,,,,
"Arnebia hispidissima","5229",,,"2022-06-28 12:24:16","arnebia-hispidissima","arjun@ncf-india.org","publish","https://era-india.org/wp-content/uploads/2022/06/Arnebia-hispidissima-Fazal-Rashid.jpg",,"standard","closed","closed",,"0","0",,,,"Native Plant Garden at Dhodhakari",,,,,,"Arnebia hispidissima",,,,,,,,,,,,,,,,,,,,,,
"Pluchea lanceolata","5233",,,"2022-06-28 13:46:02","pluchea-lanceolata","arjun@ncf-india.org","publish","https://era-india.org/wp-content/uploads/2022/06/Pluchea-lanceolata-small-Fazal-Rashid.jpg",,"standard","closed","closed",,"0","0","Aravalli west thorn scrub forests",,,"Native Plant Garden at Dhodhakari",,,,,,"Pluchea lanceolata",,,,,,,,,,,,,,,,,,,,,,
"Cenchrus ciliaris","5235",,,"2022-06-28 13:27:30","cenchrus-ciliaris","arjun@ncf-india.org","publish","https://era-india.org/wp-content/uploads/2022/06/Cenchrus-ciliaris-small-Fazal-Rashid.jpg",,"standard","closed","closed",,"0","0",,,,"Native Plant Garden at Dhodhakari",,,,,,"Cenchrus ciliaris",,,,,,,,,,,,,,,,,,,,,,
"Pavonia zeylanica","5236",,,"2022-06-28 13:29:32","pavonia-zeylanica","arjun@ncf-india.org","publish","https://era-india.org/wp-content/uploads/2022/06/Pavonia-zeylanica-Fazal-Rashid.jpg",,"standard","closed","closed",,"0","0","Aravalli west thorn scrub forests",,,"Native Plant Garden at Dhodhakari",,,,,,"Pavonia zeylanica",,,,,,,,,,,,,,,,,,,,,,
"Salvadora oleoides","5238",,,"2022-06-28 13:31:48","salvadora-oleoides","arjun@ncf-india.org","publish","https://era-india.org/wp-content/uploads/2022/06/Salvadora-oleoides-small-Fazal-Rashid.jpg",,"standard","closed","closed",,"0","0","Aravalli west thorn scrub forests",,,"Native Plant Garden at Dhodhakari",,,,,,"Salvadora oleoides",,,,,,,,,,,,,,,,,,,,,,
"Leptadenia pyrotechnica","5244",,,"2022-06-28 13:43:23","leptadenia-pyrotechnica","arjun@ncf-india.org","publish","https://era-india.org/wp-content/uploads/2022/06/Leptadenia-pyrotechnica-Kheemp-Fazal-Rashid.jpg",,"standard","closed","closed",,"0","0","Aravalli west thorn scrub forests","Kheemp",,"Native Plant Garden at Dhodhakari",,,,,,"Leptadenia pyrotechnica",,,,,,,,,,,,,,,,,,,,,,
"Aerva javanica","5250",,,"2022-06-28 13:51:53","aerva-javanica","arjun@ncf-india.org","publish","https://era-india.org/wp-content/uploads/2022/06/Bui-small-Fazal-Rashid.jpg",,"standard","closed","closed",,"0","0",,"Bui",,"Native Plant Garden at Dhodhakari",,,,,,"Aerva javanica",,,,,,,,,,,,,,,,,,,,,,
"Dalbergia sissoo","5650",,,"2022-07-11 18:22:39","dalbergia-sissoo","arjun@ncf-india.org","publish","https://era-india.org/wp-content/uploads/2022/07/Dalbergia-sissoo-Upasana-Ganguly.jpg",,"standard","closed","closed",,"0","0","Brahmaputra Valley semi-evergreen forests","Shisham",,"D'ering-Dibru Saikhowa Elephant Corridor Project",,,,,,"Dalbergia sissoo",,,,,,,,,,,,,,,,,,,,,,
"Dillenia indica","5672",,,"2022-07-11 19:36:00","dillenia-indica","arjun@ncf-india.org","publish","https://era-india.org/wp-content/uploads/2022/07/Dillenia-indica-Upasana-Ganguly.jpg",,"standard","closed","closed",,"0","0","Brahmaputra Valley semi-evergreen forests",,,"D'ering-Dibru Saikhowa Elephant Corridor Project",,,,,,"Dillenia indica",,,,,,,,,,,,,,,,,,,,,,
"Phyllanthus emblica","5675",,,"2022-07-11 19:37:15","phyllanthus-emblica","arjun@ncf-india.org","publish","https://era-india.org/wp-content/uploads/2022/07/Phyllanthus-emblica-Upasana-Ganguly.jpg",,"standard","closed","closed",,"0","0","Brahmaputra Valley semi-evergreen forests","Amla, Indian gooseberry",,"D'ering-Dibru Saikhowa Elephant Corridor Project",,,,,,"Phyllanthus emblica",,,,,,,,,,,,,,,,,,,,,,
"Azadirachta indica","5678",,,"2022-07-11 19:38:39","azadirachta-indica","arjun@ncf-india.org","publish","https://era-india.org/wp-content/uploads/2022/07/Azadirachta-indica-medicinal-plant-Upasana-Ganguly.jpg",,"standard","closed","closed",,"0","0",,"Neem",,"D'ering-Dibru Saikhowa Elephant Corridor Project",,,,,,"Azadirachta indica",,,,,,,,,,,,,,,,,,,,,,
